review_body,is_positive_sentiment
Eh it's okay. An original idea... I just didn't really like the idea lol it was not scary,0
"Very interesting, loved learning about how highly intelligent and social killer whales are..amazing creatures that belong in the wild.",1
"Very educational, informative. Long, heavy-weather viewing because of the sombre topic. Well cast, beautifully acted by Julianne Moore.",1
Excellent,1
pretty slow moving.story line kinda lame,0
"A tastefully filmed, acted and presented look into a different culture and the impact of a radical religious cultural 'invasion'.  The film is paced beautifully to reflect the lives and people of the country and area.  The horrific personal and family disruptions within a stable and old culture by the invasion of radical Islam gives the viewer an idea of what is happening in the middle East currently and has happened over the centuries.",1
My daughter loves it,1
I have to say I was very disapointed with this movie. I was excited to rent because the trailer looked amazing and the synopsis sounded good.  But when I was watching I was laughing at how bad the delivery was. As long as they keep moving then &#34;it&#34; which turns out to be the opposite sex naked walking towards them...not running it's just slowly walking in a straight line. Don't get me wrong the idea is good but it was not executed 100%.,0
Love Barbara,1
"Annoyingly random, marginally funny, chaotically inconsistent, and would be much more entertaining if watched in the same condition the writers must have been in when they wrote the screenplay. Too late now.",0
"This show is getting worse and worse. The previous seasons reminded me of the original A Haunting, but this new season is a massive let down. The stories are becoming quite similar. The acting could be described by many words but I will just say horrible. The lack of acting leads to no creepy feeling so the show is forced to use generic jump scares that like the acting are poor and disappointing. I really did like the first few seasons and still recommend them, but just pass on this season",0
"Well produced but too much violence and sexual violence. Although there's not nudity there's graphic sex with clothes on, including rape.",0
"Bad acting, bad story, bad camerawork, bad everything. I watched a third of it but wasn't willing to waste any more time hoping it would pay off. The movie actually made me kind of sick to my stomach. Just watch any version of &#34;Ten Little Indians&#34; or &#34;And Then There Were None&#34; that you can find instead of this outlandish parody. You'll get much more out of those.",0
Fell asleep 4 nights in a row trying to get through it..,0
I agree 100% with this documentary.,1
What I thought might be a thought provoking drama turned out to be a bit of religious propaganda with very shallow and unrealistic characters.  I can't recommend it to serious viewers.,0
"too slow, violence  was there at times, but pace of the movie was slow.",0
"sorry i paid to see that crap.endless trucks chases,special effefects.a Max bland and expressionless.no story line.i miss mel gibson and tina turner.even charlize could not redeem that failure.",0
"This show is a quirky little fantasy with a truly original magic system and a whole lot of stock-plot style action.  If the story were as original as the world system and magic system, I probably would have given it a 5.  In any case, it was a fun and fluffy pop-corn entertainment experience.",0
Awesome movie for the whole family :),1
"Great Movie, it will be added to my permanent collection.  Everyone should see this movie.",1
Good one.,1
Quintessential Thomas before they wrecked it.,1
grandson loved this,1
Very different.  Nice change of pace movie,1
"This is a charming, excellent movie---very well-acted and scripted.  I highly recommend seeing it.",1
